Iteration,Settlements,Population,AveResources,MaxLoad,PeerTransfer,SubTransfer,Egalitarianism
0,10,1000,0,0,1,1,NaN
1,10,1011,0.023400076824730342,0.6909760456560372,0.9997980569680255,0.99918253593218,1.2409133773259236
2,10,1020,0.029110729114475827,1.0841798059631698,0.999616869672223,0.9987194046330778,1.2647448407429467
3,10,1021,0.03129493194470702,1.3666233357005286,0.9994182827139294,0.9983798138330195,1.2825359573103607
4,10,1016,0.033254863239631206,1.3666233357005286,0.9994137714291986,0.9979585076568533,1.4461104543027494
5,10,1019,0.035038121250379584,1.3666233357005286,0.9990994676355072,0.9977582996989716,1.4751406760555354
6,10,1027,0.03553003626958002,1.3666233357005286,0.9987823199368779,0.9973962416091628,1.521488039939884
7,10,1027,0.03736519126810594,1.5,0.9986062108769754,0.9974476987255189,1.5078729529705206
8,10,1028,0.03860761922492223,2,0.9984852594171517,0.9972452047657517,1.492843884853881
9,10,1028,0.039464134080066805,2,0.9983846677937894,0.9969885440440434,1.5350738216240165
10,10,1033,0.04061400145516142,2.5,0.9984026821977524,0.9964617191724571,1.5215540233032507
11,10,1041,0.03804646569983728,2.5,0.9979418445702366,0.9962390171049933,1.5480612649578307
12,10,1041,0.03802415485444817,2.5,0.9978543061975833,0.9962443456065202,1.5874425563253791
13,10,1039,0.04348825014711862,2.5,0.9978651746951162,0.9961845307589516,1.6433326907362562
14,10,1038,0.043645349409596926,3,0.9973882002470523,0.9958337192527631,1.6229618971119164
15,10,1040,0.04255665626932693,3,0.9977456007783946,0.9957189709414124,1.6518671231954405
16,10,1038,0.040939383131534016,3.5,0.997685310839905,0.9956429011906499,1.638081007081494
17,10,1036,0.04238010327590572,4,0.9975151378865835,0.9956372503460322,1.6347614064422786
18,10,1031,0.04356784797036366,4.5,0.9973418024464561,0.9955382524431713,1.6281310064132681
19,10,1029,0.03926702630495519,5,0.9973011122282894,0.9954114565342896,1.6164622124570318
20,10,1031,0.04142125895750501,5.5,0.9969400724387911,0.9953012273766706,1.611107513969002
21,10,1031,0.04044489579349834,6,0.9965800097752867,0.9952393916802347,1.6109604757707545
22,10,1035,0.04368044218809265,6,0.9959957907691297,0.9952143804022414,1.628661385324541
23,10,1035,0.04248075237555486,6,0.9953577357658977,0.9950441239356879,1.662267592213693
24,10,1038,0.04509443100068396,6.5,0.9954111128124896,0.9950916546022673,1.65796641258097
25,10,1048,0.04534922660819525,6.5,0.9953931337756545,0.9947844383696983,1.6676279090016428
26,10,1054,0.043856725323066906,6.5,0.9953696869869242,0.9947799196213772,1.673675587250415
27,10,1061,0.04601694072785783,6.5,0.9947534920237118,0.9945256812591955,1.690554687077708
28,10,1053,0.04789713777398451,6.5,0.9946515313996855,0.994066987587936,1.6989477594707059
29,10,1049,0.04607942884238061,6.5,0.9943143487799195,0.9939586346511357,1.7132853458375832
30,10,1052,0.04487101893277616,6.5,0.994281298239257,0.9939749878034462,1.7212813335935722
31,10,1054,0.0455512185282073,6.5,0.9943405182859179,0.9939346441433937,1.7329490390627906
32,10,1051,0.04844246270056839,6.5,0.994409125310171,0.9939032503435223,1.7482790404919555
33,10,1055,0.05208732982172611,6.5,0.9943036507353067,0.9938308944344977,1.7589469418381987
34,10,1055,0.05358138368914293,6.5,0.9943803758908475,0.993873564752915,1.7674042964338907
35,10,1054,0.0527962191929451,6.5,0.9939997950136694,0.9935793946621316,1.7672126435728306
36,10,1052,0.05336752002887537,6.5,0.9939332069486847,0.9935123054178521,1.7672181370000497
37,10,1054,0.052930195062457996,6.5,0.9936500031885656,0.9931851693907067,1.759562151700212
38,10,1051,0.05356992766755969,6.5,0.9938087232820442,0.9927855575589059,1.7703017554860703
39,10,1054,0.05176056030419971,6.5,0.9936421737846505,0.9927701810290248,1.7775232831734389
40,10,1058,0.05344674197931988,6.5,0.9934005740074806,0.9924120790575255,1.7797913099444584
41,10,1075,0.05517139237786607,6.5,0.9932914602142796,0.9923119312725006,1.775483650464272
42,10,1074,0.0530319330378199,6.5,0.9931423085472938,0.9922000147923145,1.782381093692228
43,10,1078,0.05320214070172039,6.5,0.992973814086232,0.9920816262980962,1.79220869302321
44,10,1076,0.055146825078319896,6.5,0.9926555120789506,0.9916943419301099,1.8052587343849553
45,10,1083,0.05472934646906098,6.5,0.9923751959531364,0.9914464612392802,1.8117496951838357
46,10,1085,0.05533902334116734,6.5,0.9920785434438724,0.9913266627649634,1.8160147721273434
47,10,1086,0.05458709644904723,6.5,0.9921511823176397,0.9913369063404186,1.8185159435184346
48,10,1079,0.05563333979710085,6.5,0.9917629721426735,0.9912748350957967,1.8368251458828306
49,10,1080,0.057946928716864646,6.5,0.9913337245406858,0.9910321181571028,1.8477819111343765
50,10,1078,0.05917417260540177,6.5,0.9908908030014956,0.9906336561488145,1.8485564301946806
51,10,1087,0.05621320580803683,6.5,0.990193514101629,0.9902354021263264,1.8392544451083892
52,10,1089,0.058389710359473435,6.5,0.9900921149738018,0.9898737403105411,1.840279930175517
53,10,1091,0.06027760853577544,6.5,0.9898037575716712,0.9895742578519432,1.8397365909127048
54,10,1084,0.06164785291407922,6.5,0.9902499205130694,0.9892300555682911,1.8383472376514725
55,10,1093,0.06134544059518571,6.5,0.9901361236387249,0.988999294654431,1.8280414121800477
56,10,1099,0.05928400614460468,6.5,0.9901246640984869,0.9887307284820184,1.8221971084902944
57,10,1096,0.062102930743744934,6.5,0.9903061603533274,0.9882839712207447,1.830696964241481
58,10,1099,0.0633793767648881,6.5,0.9899155816128618,0.9882902242794808,1.8377016127516572
59,10,1096,0.06275023739854488,6.5,0.9897352485185875,0.9882230854785945,1.8525668663904364
60,10,1102,0.06266460732154015,6.5,0.989364654662169,0.9881102408554145,1.8401672883065012
61,10,1115,0.06415934972269664,6.5,0.989173002479008,0.9874604130174169,1.8360505626463393
62,10,1113,0.06512190895683416,6.5,0.9889356192051025,0.987162356023811,1.845579693243932
63,10,1113,0.06631943466313525,6.5,0.9889866843306674,0.9871026042952588,1.8482671669534585
64,10,1127,0.06587648387585543,6.5,0.9889759993284327,0.9872432081484839,1.833049324150863
65,10,1126,0.06791946047165737,6.5,0.9887914707386992,0.9872009055172459,1.8321973232072428
66,10,1129,0.06782135101314049,6.5,0.9887857061415565,0.986936121777048,1.834537643320336
67,10,1127,0.06846062774068322,6.5,0.9887750696377685,0.9866768557985471,1.8464721944370746
68,10,1137,0.06799962035402404,6.5,0.9880822114760791,0.9869678383023632,1.8489361670155897
69,10,1143,0.06754810553894132,6.5,0.98810469627832,0.9866061724767492,1.8577765048328825
70,10,1147,0.06618452079443163,6.5,0.9881326216081006,0.9866934995842337,1.8550266442304908
71,10,1162,0.06861769630833633,6.5,0.9879585205325473,0.986493082461634,1.8357537122670826
72,10,1158,0.07172323903969322,6.5,0.9882109660362769,0.9862485476344947,1.8475814194730102
73,10,1158,0.07305909782552975,6.5,0.9881088134556977,0.9863098764837319,1.8525871679179358
74,10,1160,0.07024551470070685,6.5,0.9883093341261562,0.9861137875131041,1.8479767712097528
75,10,1166,0.07126576478046778,6.5,0.987895131281315,0.985789142990324,1.846037270770682
76,10,1178,0.07301372249414198,6.5,0.9876522051329235,0.9854727322942747,1.8417448899219722
77,10,1181,0.07597327656377746,6.5,0.9872897472051655,0.9851421196995173,1.8428566003866245
78,10,1181,0.07392916206912038,6.5,0.9872612948594659,0.985180767271262,1.8463834826727061
79,10,1190,0.073487129498463,6.5,0.9871459529662374,0.9847984046158684,1.839288620006917
80,10,1204,0.07169286724978009,6.5,0.986932209205774,0.9842594383519465,1.8270752492911557
81,10,1211,0.0719026514947117,6.5,0.9868352375860809,0.9840885683779433,1.8266554877232475
82,10,1206,0.07428385612045654,6.5,0.9870042635837992,0.984124703062135,1.840665162396128
83,10,1218,0.07635799654322423,6.5,0.9864649322081931,0.9841569059732163,1.8453089309449084
84,10,1218,0.07618654354104912,6.5,0.9861608046265127,0.9841984181058733,1.8465783538629332
