Iteration,Settlements,Population,AveResources,MaxLoad,PeerTransfer,SubTransfer
0,10,1000,0,0,0.5,0.5
1,10,1002,0.03317089641709302,0.6947526424249635,0.5,0.5001962587844695
2,10,1002,0.06077437275988098,0.9998812054023041,0.5001492315582545,0.5002263744027996
3,10,996,0.07818497424042854,1.0825636119102953,0.5002606567798096,0.5009423777042213
4,10,1000,0.09802042582217539,1.1481426071527836,0.5005798565531189,0.5014951934210057
5,10,1002,0.11287024137132089,1.261365466953808,0.5005712866089225,0.5019305432534781
6,10,1010,0.12878806332333187,1.2739546072053802,0.5016769918473999,0.5026300453653078
7,10,1013,0.14132720896560563,1.4984709491938366,0.5018278319261352,0.5033195334553107
8,10,1020,0.15382300421427378,1.4984709491938366,0.5018122953683399,0.5037078700612087
9,10,1017,0.1704390188541633,1.6686459970347671,0.5020899855779886,0.5041201286623072
10,10,1025,0.1795580660265663,1.6686459970347671,0.5029116061362127,0.5051809686324336
11,10,1030,0.1960524017263586,1.7663372115478602,0.5034997784321831,0.5057771723363085
12,10,1033,0.20850705819932286,1.7663372115478602,0.5042228177499143,0.5060602501601397
13,10,1034,0.22813854270986367,1.7663372115478602,0.504688200200756,0.5064306412589022
14,10,1040,0.24340285385565866,1.7663372115478602,0.5053732676058595,0.5071689983584319
15,10,1051,0.2619826252108361,2.0857183932801022,0.506114150480745,0.5083338476184865
16,10,1050,0.2817155896975016,2.0857183932801022,0.5064776229336286,0.5087694353576715
17,10,1053,0.30566964056667045,2.0857183932801022,0.5072546294435123,0.508986027541519
18,10,1055,0.3259378687740103,2.1571209809597445,0.5071145350756474,0.5088725656391321
19,10,1056,0.34823642812213784,2.1571209809597445,0.5072443465529609,0.5088532877414396
20,10,1060,0.3722408430838082,2.1571209809597445,0.5076527107867624,0.5090587748655506
21,10,1056,0.39644462146821297,2.1571209809597445,0.5080813116527089,0.5092111935749137
22,10,1056,0.41510389983455154,2.1571209809597445,0.5083466145034896,0.5095878608475081
23,10,1054,0.44176681020023717,2.5,0.5085561406449541,0.5099507573417795
24,10,1059,0.4641747642249978,2.5,0.5086707793168734,0.5101090820947805
25,10,1065,0.4853163102760595,3,0.5091201907725642,0.5101067821528259
26,10,1067,0.5060758703397742,3,0.5097224048520117,0.5103507178006094
27,10,1067,0.5275705993634483,3,0.5099405660430939,0.5108160250346755
28,10,1078,0.5495913724157708,3,0.510391771255313,0.5111865081604746
29,10,1080,0.5788204273010253,3,0.5110477318374674,0.511487408350084
30,10,1085,0.6092134704684494,3,0.5113931801226181,0.5119112270107535
31,10,1085,0.6349356850098123,3,0.511751862864467,0.5125897941857673
32,10,1096,0.6561941293259934,3,0.5122651235507781,0.5129518396924388
33,10,1105,0.6791205846684616,3,0.5128295722584932,0.513665728861936
34,10,1107,0.7092921254816776,3,0.5134171743914988,0.514661308859149
35,10,1104,0.7357780428750684,3,0.5137447482757376,0.515130403186428
36,10,1107,0.7633606873652963,3,0.5137789688926341,0.5155065568138489
37,10,1102,0.8005415440455386,3,0.5138392865545337,0.5155492771015321
38,10,1104,0.8335617571523644,3,0.5141618770891937,0.5159063022501795
39,10,1106,0.8653016866840838,3,0.5147123429315266,0.516333940926035
40,10,1115,0.8975516022109542,3,0.5156383691554018,0.5163253536090874
41,10,1114,0.9350928065253656,3.5,0.5160710169402685,0.5169046763898097
42,10,1115,0.9779264225512343,4,0.5160850725063499,0.516382091246267
43,10,1123,1.010121567702729,4.5,0.5170140171473998,0.516967646949918
44,10,1135,1.0336288040915274,4.5,0.5167467305565732,0.517451622916268
45,10,1141,1.0706044955710579,4.5,0.5182727159555521,0.5178367360304016
46,10,1151,1.106746127460371,4.5,0.5196587245680879,0.5185282076346687
47,10,1147,1.1437585251104474,4.5,0.519447931325128,0.518794971978555
48,10,1148,1.1870301007331348,5,0.5203150444121154,0.5190461638812726
49,10,1152,1.223382168440415,5.5,0.5207752806362868,0.5197097446588544
50,10,1165,1.2570719030726925,5.5,0.5213928329779642,0.5204172847065678
51,10,1170,1.3035308751157617,5.5,0.5215845153186642,0.5204386647384538
52,10,1176,1.3406711617783378,6,0.5217307143297033,0.5206973724223972
53,10,1192,1.3771151526179322,6,0.522341277572419,0.5209738043492229
54,10,1191,1.422956882925043,6,0.522146834151024,0.5209233847673115
55,10,1191,1.4644626017317273,6.5,0.5232268395535209,0.521314035494198
56,10,1192,1.5124627349116897,7,0.5237015919025999,0.5210228219134215
57,10,1182,1.5786306928150586,7,0.5239254543644541,0.5213873215254841
58,10,1186,1.626623869976885,7.5,0.5246449871580767,0.5223160398828016
59,10,1185,1.6738922527832938,8,0.5247230119946313,0.5228151992424755
60,10,1187,1.7269993192885942,8.5,0.5253181766997127,0.523633168636094
61,10,1183,1.7814781661313301,9,0.5254653007901104,0.5235935087272274
62,10,1192,1.8115215343610949,9.5,0.5255619069243289,0.5240079718242601
63,10,1193,1.867333179488011,9.5,0.5258183039433778,0.524547582495357
64,10,1202,1.9099159187851005,9.5,0.5261756446140354,0.5253137121655829
65,10,1206,1.9550278505439624,10,0.5269810462546213,0.5257480691473667
66,10,1217,1.9874676074494815,10.5,0.5280007528096708,0.5265319475731536
67,10,1223,2.0378887070054277,11,0.5281113987915727,0.5270392083718436
68,10,1216,2.0994957608143063,11.5,0.5280253509159142,0.5272369172157714
69,10,1228,2.135831535525302,12,0.5282725639358348,0.5276337068961918
70,10,1236,2.1856491289493993,12.5,0.5286783923764025,0.5281673421557853
71,10,1228,2.2505277580181278,13,0.5287544603568703,0.5287989248727503
72,10,1233,2.295326112058748,13.5,0.5286988881428011,0.5294063616544895
73,10,1238,2.349033587693436,14,0.529180146013581,0.5293804521935394
74,10,1250,2.3893492907036498,14.5,0.529090322596159,0.5297125264068359
75,10,1256,2.4378655953145616,15,0.5293584522337215,0.5296618629147268
76,10,1256,2.4957617645864563,15.5,0.5295333571055733,0.5301630855059536
77,10,1254,2.556415572469084,15.5,0.52985930336709,0.5295495438123178
78,10,1260,2.6124549648794155,15.5,0.5303374643814837,0.5301678867030863
79,10,1258,2.6620236364477905,15.5,0.530796307523685,0.5308957356381269
80,10,1263,2.720517288128092,15.5,0.5312163056719046,0.5312860592350942
81,10,1267,2.7730031190891644,16,0.5315600861685239,0.5315299381143327
82,10,1266,2.8321347400278216,16.5,0.5316145747764164,0.5319412123454617
83,10,1273,2.8905698033722276,17,0.5317141733957685,0.5322899668697871
84,10,1278,2.944131883833637,17.5,0.5318402131960352,0.5326098503192741
85,10,1284,2.9866280853217004,18,0.5328272711390378,0.5328324602618632
86,10,1284,3.0360753735237176,18.5,0.5335082772783297,0.5337644738954505
87,10,1295,3.076087672434953,19,0.5340553022007175,0.5339105581298471
88,10,1308,3.124955676545933,19.5,0.5347807003742303,0.5342601898282288
89,10,1318,3.173441972657899,20,0.5352508097300147,0.5351764532752818
90,10,1320,3.220871227717096,20,0.5357803343899661,0.53584558655535
91,10,1334,3.259066041061002,20.5,0.5363597635512585,0.5364883930520544
92,10,1340,3.3197593116524247,15.5,0.5373167777906841,0.5370972332220189
93,10,1348,3.36750731661571,15.5,0.537759085337395,0.5371973130989975
94,10,1365,3.4116316836619744,15.5,0.5389597581338628,0.537438234895456
95,10,1376,3.461797660830161,15.5,0.5392857891673533,0.5375978531201515
96,10,1385,3.5041036316306284,15.5,0.540455890928138,0.538934088313974
97,10,1392,3.56500176794016,15.5,0.540723963683337,0.5391651751155375
98,10,1382,3.645650625792272,15.5,0.5412781654535974,0.5394601996799482
99,10,1383,3.7102065197543346,15.5,0.5413986013123935,0.5396067433864905
100,10,1390,3.7776187779193564,15.5,0.5417715865404843,0.5402153413624093
101,10,1388,3.848249824488196,15.5,0.5420035831367003,0.5408069456497762
102,10,1383,3.933728454948946,15.5,0.5419039706074017,0.5412039333812289
103,10,1392,3.991234279330277,15.5,0.5423932210885074,0.5418511259600726
104,10,1402,4.035470554045579,15.5,0.5428806579892598,0.5420556007726361
105,10,1404,4.089993121154768,15.5,0.5435417366382626,0.5427601414585338
106,10,1407,4.163303183109962,15.5,0.5445206393653443,0.5434227064273615
107,10,1411,4.207548073415617,15.5,0.5452249151951956,0.5437397244593589
108,10,1426,4.2403224127820485,15.5,0.5459769347421326,0.5444325922504207
109,10,1421,4.319512648815664,15.5,0.546350418854283,0.5442708895994421
110,10,1434,4.360906851187252,16,0.5471141055741234,0.5450266048914223
111,10,1434,4.431233067339058,16.5,0.5477083812134602,0.5450545198717018
112,10,1433,4.507654037166298,17,0.5473556150595869,0.545204611426091
113,10,1437,4.589986159625957,17.5,0.547127638209841,0.5455526927475688
114,10,1440,4.662718888025899,18,0.5475715085188861,0.546242661727359
115,10,1445,4.722530356026986,18.5,0.5479526369430812,0.5468717831050935
116,10,1451,4.797424109802597,18.5,0.5481734361138827,0.547422549193594
117,10,1455,4.864077342775562,19,0.5484803188978612,0.5476350116772611
118,10,1462,4.944500905111033,19.5,0.5486255517067737,0.5476072764981241
119,10,1460,5.008835293516581,19.5,0.5485507998519816,0.5483640235843088
120,10,1465,5.080309806701201,20,0.5489643911239768,0.5493162373754594
121,10,1478,5.1172861383582715,20.5,0.549133993242825,0.5495781865216212
122,10,1489,5.148582476647028,20.5,0.5500809070726455,0.5499138291889599
123,10,1500,5.200884446908516,21,0.5508533063803353,0.5508654853559104
124,10,1501,5.2858950953208605,21.5,0.5509016738524106,0.5514235186593248
125,10,1500,5.355561992944262,22,0.5513542863020885,0.5515206838210285
126,10,1495,5.448295471018936,22.5,0.5519139927814826,0.552003665729057
127,10,1494,5.515973256374458,23,0.5523297058379834,0.5519898519667995
128,10,1500,5.584101052523851,23.5,0.5522995016673684,0.5525039992840379
129,10,1509,5.62346727435633,23.5,0.5522745119720376,0.5537120634435599
130,10,1510,5.707180005052928,24,0.5529826311201023,0.5544817310296437
131,10,1520,5.768259564904712,24.5,0.5535625279425063,0.5544259743950662
132,10,1520,5.841704643732639,25,0.5539434834808746,0.5549126341678706
133,10,1532,5.8787247255369035,25.5,0.5544933195007627,0.5557715317377049
134,10,1536,5.931631287801213,26,0.5539799376694101,0.5558945806306378
135,10,1534,6.015203597138475,26.5,0.5542790718591848,0.5555101982152972
136,10,1551,6.020442295088978,27,0.5553224435408528,0.5565450287785413
137,10,1559,6.068695469046569,27.5,0.5555313796128766,0.5568212482039674
138,10,1570,6.121476860789178,28,0.5557916090846192,0.5575079406282188
139,10,1576,6.194183696757487,28.5,0.5559805667707243,0.5582544639550916
140,10,1584,6.266886137762661,29,0.5564082957928497,0.5583790357963079
141,10,1606,6.2940731945164945,29.5,0.5579547759104788,0.5583549475000267
142,10,1615,6.362202325541712,30,0.5580174004452878,0.5584230732325194
143,10,1619,6.434152578713439,30.5,0.5584067290244149,0.5588745619528297
144,10,1617,6.539075529013135,31,0.5582636901554331,0.5591282887613475
145,10,1618,6.618381908586331,31.5,0.5586587639234727,0.5594857821047878
146,10,1620,6.710835844199471,32,0.5588603657126978,0.5599996489895639
147,10,1624,6.785277355042588,32.5,0.5593318801393369,0.5604663895123841
148,10,1631,6.8472860080778535,33,0.5595325141515398,0.5610091900382368
149,10,1645,6.895231534380814,33.5,0.5602831152915881,0.5610316150703331
150,10,1651,6.9338772642581175,34,0.5612356176780352,0.5616454235359039
151,10,1656,7.029146510816086,34.5,0.5619001352303357,0.5615247157411234
152,10,1671,7.054764493500032,35,0.5621395998310871,0.5617260841798364
153,10,1689,7.104617205397953,35.5,0.5627463501426113,0.5614665859522041
154,10,1702,7.1454690131335825,36,0.5639466639880715,0.5619845347967344
155,10,1713,7.2019665935750625,36.5,0.5643650619024396,0.5621389944050065
156,10,1709,7.284211083271165,37,0.564721985488265,0.5626311322436905
157,10,1714,7.348775767926628,37.5,0.5650965518111806,0.5631415730287711
158,10,1719,7.4206942834643455,38,0.5658645499880297,0.562836367899566
159,10,1728,7.466692248416858,38.5,0.5661860088766283,0.5640322768401095
160,10,1737,7.509356020748432,39,0.5668476735844038,0.5651996378119506
161,10,1742,7.585348694378686,39.5,0.5678787794020976,0.565134431787244
162,10,1733,7.700377563548988,40,0.5680308346490126,0.5647856698082798
163,10,1738,7.759151779531881,40.5,0.5679716605779751,0.5649239850944333
164,10,1753,7.80228235393003,41,0.5681624253535459,0.5653296509269273
165,10,1773,7.860946682577142,41.5,0.5687327352845082,0.5660584919558544
166,10,1773,7.926411771699065,42,0.5688840566609962,0.5663990132401927
167,10,1779,8.017673143320273,42.5,0.5688162569868831,0.5668066959648642
168,10,1787,8.079136905218448,43,0.5692991869466898,0.5671414443394636
169,10,1793,8.144510156628783,43.5,0.5694165409453226,0.5678075353257885
170,10,1802,8.19618089773834,44,0.5696538985834195,0.5686508640985818
171,10,1809,8.25677238783731,44.5,0.5700776507896392,0.57007571191626
172,10,1821,8.292557832165455,45,0.570286203811199,0.5709456334284713
173,10,1830,8.327492766681926,45.5,0.5705604677835037,0.5720641758166749
174,10,1847,8.34597493181,46,0.5713143809625437,0.5728905115227783
175,10,1852,8.40286749406604,46.5,0.5721945040925063,0.5738973075108766
176,10,1851,8.436134428965513,47,0.5722187624804097,0.5735968446591369
177,10,1858,8.494855148533453,47.5,0.5736276592543919,0.5742647363902058
178,10,1861,8.516205893088225,48,0.5745192480177781,0.575836848003633
179,10,1872,8.56571273087238,48.5,0.5751610270893328,0.576004890626892
180,10,1863,8.687304221361932,49,0.5752315862357211,0.576064348775072
181,10,1880,8.716341380319939,49.5,0.5757115724009252,0.5764546505047361
182,10,1898,8.762641669895903,50,0.5759506651541033,0.5768478160499388
183,10,1905,8.826475870393855,50.5,0.5766267258983382,0.5773164254059804
184,10,1913,8.909066142226326,51,0.5774793962424037,0.5777262349855373
185,10,1928,8.973710827644254,51.5,0.5776098472205774,0.5779644299525092
186,10,1942,9.014493500719212,52,0.5785801849509788,0.5786958302945685
187,10,1950,9.084193831618425,52.5,0.5783983201283106,0.579673065379949
188,10,1958,9.143341927974806,53,0.5791945477230432,0.5805049708315726
189,10,1964,9.196833254474438,53.5,0.5799157927464162,0.5809951259935713
190,10,1977,9.239281445133601,54,0.5807933053442136,0.5808688623891747
191,10,1986,9.306795902016876,54.5,0.5809773500344682,0.5817900191206444
192,10,1986,9.376768649170469,55,0.5816071817077856,0.5828239307336303
193,10,1993,9.456291802342937,55.5,0.5815871854680784,0.5835501532450016
194,10,1998,9.541840408829389,56,0.5821983207337952,0.5830510460302996
195,10,2007,9.621455309637167,56.5,0.5823913925817145,0.583142450796633
196,10,2012,9.695334905427876,57,0.5830311868416546,0.5847538958607434
197,10,2015,9.807610320264185,57.5,0.583056908967717,0.5845425252975592
198,10,2028,9.845197270345457,58,0.5833043158142005,0.5852772118402243
199,10,2046,9.855732647066878,58.5,0.5845788174420102,0.5858275930668537
200,10,2069,9.865151541089514,59,0.5847390684264084,0.586279228451611
201,10,2068,9.914965418352008,59.5,0.5848885277265217,0.5866280455447856
202,10,2085,9.930322670643413,60,0.5859150208398779,0.5876295119621979
203,10,2093,9.987719085108424,60.5,0.5862507391861576,0.5882669533801622
204,10,2112,9.996486691951674,61,0.5874555900498735,0.588942706714031
205,10,2123,10.001569400917482,61.5,0.5881100684734257,0.5889238928443155
206,10,2123,10.11790516817741,62,0.5878921061146569,0.5892549560560759
207,10,2131,10.176817887060427,62.5,0.5883026547985677,0.5901059748281009
208,10,2141,10.233524283283213,63,0.5887430036122739,0.5904143558073103
209,10,2158,10.284377223024878,63.5,0.5889000542852065,0.5902618279361136
210,10,2167,10.33117631715176,64,0.589120781923478,0.5903737660915522
211,10,2178,10.37600782073071,64.5,0.5898269310233429,0.5905669588673763
212,10,2188,10.429384275859842,65,0.5901276102579563,0.5905612171046218
213,10,2207,10.468994098189038,65.5,0.5901667418249474,0.5913116260111795
214,10,2205,10.535451141901289,66,0.5902626483235851,0.5911486852862268
215,10,2200,10.608649129653683,66.5,0.5910868178934954,0.5907030184856004
216,10,2206,10.667802675944138,67,0.5914546193169572,0.5907778048563134
217,10,2212,10.728331273295872,67.5,0.5924876589896905,0.5912138438744975
218,10,2220,10.77066498430957,46,0.593065952025986,0.5909077887037143
