Iteration,Settlements,Population,AveResources,MaxResources,MaxLoad,PeerTransfer,SubTransfer,Egalitarianism
87,10,1234,0.1444345264857004,0.5364524731357587,27,0.621202978996854,0.6093529587533417,1.7344008618734095
88,10,1229,0.14553854104565608,0.592425179258262,27.5,0.6223456753597156,0.6114283800762302,1.7245076424961718
89,10,1229,0.14884834371827588,0.5176632350471744,28,0.6242768556692193,0.6138673170216087,1.7188099349205315
90,10,1240,0.15017621897626143,0.5433910130776375,28.5,0.6281355166557498,0.617069468354354,1.7132156041316227
91,10,1244,0.15282845393108785,0.521721107966084,29,0.6285202801294488,0.6179819126179827,1.7162739503005358
92,10,1247,0.1516494576219169,0.5516898896055469,29.5,0.6294137882956843,0.6183595226970581,1.7060790631715426
93,10,1257,0.1545910029862965,0.5808258458732065,30,0.6319626865882622,0.6184464440125937,1.7075112534474308
94,10,1262,0.15448906829646686,0.5890283968589337,30.5,0.6339973422996683,0.6183693691422408,1.7011676446350896
95,10,1272,0.1520039715468421,0.595799779532773,31,0.6398651962772433,0.6232542208321812,1.6918973719318864
96,10,1277,0.15561752481440885,0.5314636260142004,31.5,0.6416891024251903,0.6243005074020775,1.6889481518717817
97,10,1289,0.16011720981352986,0.5431305820486416,32,0.6439475025576957,0.6264966468445585,1.688607445246212
98,10,1298,0.16009249418700983,0.5686917848744791,32.5,0.643430687365197,0.6256195010038021,1.695215843633499
99,10,1308,0.16405349247140907,0.6136347186892629,33,0.646329567776363,0.6288622655570986,1.6912800902547325
100,10,1324,0.16814371014157897,0.62814802681923,33.5,0.6485713049427722,0.627442624982826,1.691523413582173
101,10,1336,0.16686134849963086,0.5661544745939511,34,0.6513908097376669,0.6282151778435636,1.6739322644500676
102,10,1350,0.16543010628944962,0.5902393138937118,34.5,0.6492400014779374,0.6273726786593687,1.6713195395474012
103,10,1365,0.16769925757868148,0.5645004413896253,35,0.6501243689906918,0.6279798983713649,1.658320696309229
104,10,1370,0.17023245172872803,0.6153470842478688,35.5,0.6525378303265978,0.6313728457730493,1.6561557136335363
105,10,1377,0.1712886176055101,0.5904656146818131,36,0.6534558672748922,0.6318661179052383,1.64688391549549
106,10,1381,0.17326888158979203,0.6058115377692552,36.5,0.6567946723924967,0.633411446229731,1.649790240690727
107,10,1386,0.17393117960054066,0.6160521223280813,37,0.6614616567141666,0.6391568529060054,1.6468854072495667
108,10,1388,0.17846274463097986,0.5825277734057439,37.5,0.6658135795237773,0.6427666050123292,1.6537419160736653
109,10,1397,0.18109103042353647,0.5825901516799898,38,0.6645705065734323,0.6423475447131073,1.6487361529396103
110,10,1408,0.18193901520649264,0.5816454394094583,38.5,0.6653353419691488,0.6437301467523959,1.6476688531148123
111,10,1410,0.18659278939280066,0.6021182214144939,39,0.6664552049162411,0.6445942180385459,1.6430623190761913
112,10,1410,0.18899528903835527,0.6088056253429324,39.5,0.6647593337666152,0.6413300920642586,1.64302340815894
113,10,1419,0.1918991753877274,0.6346297227380925,40,0.6660498616854823,0.6424116583911795,1.6349427887233066
114,10,1428,0.19244088432248352,0.6570841884612133,40.5,0.6667883317118184,0.6435916233540996,1.6307666170688746
115,10,1434,0.19261277268237276,0.695730746213606,41,0.6662745912193693,0.6447990779891974,1.624164703949589
116,10,1446,0.1936995026260116,0.7103078544531679,41.5,0.6668638654758523,0.645589926594829,1.620930905503301
117,10,1437,0.19360112533919976,0.6863503463276353,42,0.6640267787550799,0.6446460352172461,1.616875418931622
118,10,1443,0.1967942013877073,0.6350124092531041,42.5,0.6666619513966483,0.6474754396423379,1.6269837141423438
119,10,1453,0.2012145681726834,0.6651442691701563,43,0.6678849164938658,0.6465831383684125,1.6304013952802516
120,10,1456,0.1997830414437307,0.5997725540117487,43.5,0.6698254101025303,0.6462355051949077,1.618998085754502
121,10,1457,0.2023870880749719,0.6083523588111486,44,0.672114243341529,0.6460875263001357,1.6219803540743514
122,10,1467,0.2018322141964853,0.6125813251379348,44.5,0.6716698309057001,0.64474373690251,1.61765935545709
123,10,1472,0.20441476932607966,0.6043029628026163,45,0.6725790498205771,0.6445644878807635,1.6047215632538363
124,10,1469,0.2078640356439278,0.6502477267984235,45.5,0.6745986632808634,0.6460959143770644,1.602811245358632
125,10,1478,0.20787918262626834,0.6498277622968125,46,0.6785411836228662,0.6516419447450378,1.596266054077768
126,10,1487,0.20901354092325394,0.6775232213527004,46.5,0.6810004386310529,0.6520730701504044,1.5933293276743414
127,10,1497,0.20582123552933146,0.6209955466470596,47,0.6801376559763872,0.6513469040016115,1.5771675901479978
128,10,1501,0.21175529022870349,0.6484392982776136,47.5,0.6789390936725069,0.6501856707542006,1.5876024711774623
129,10,1490,0.21422383221728172,0.6535263615898833,48,0.6805030435520882,0.6514288285744099,1.583959943343832
130,10,1495,0.2176552035033999,0.6501409592036714,48.5,0.6821843533556919,0.6526158933666003,1.5879578145824875
131,10,1502,0.2160670319488031,0.6543278788334852,49,0.6815872521907095,0.6526042858764309,1.5715553950202013
132,10,1504,0.21813304678410517,0.6610087482609708,49.5,0.6845287700751639,0.6554633277920349,1.568944766542442
133,10,1507,0.21811054785460704,0.6602836647926794,50,0.6852955708382927,0.656052399819542,1.565177048006463
134,10,1510,0.2182073476555429,0.6470466725250238,50.5,0.6835530675390986,0.6525623085838391,1.5692103224552219
135,10,1517,0.22075171619725378,0.6411639210574192,51,0.6866095869502098,0.6540237464692947,1.566749410298036
136,10,1533,0.22159471322878907,0.6495561735959958,51.5,0.686576575208617,0.6560984462719706,1.5640187090164308
137,10,1541,0.22226631079739428,0.6636983417396881,52,0.6870428483662758,0.6572273679569951,1.5543021862322766
138,10,1547,0.22561401312417936,0.666063265481359,52.5,0.688706406463439,0.6600112621720495,1.55654857487539
139,10,1557,0.22526391041949897,0.7216005451351246,53,0.6888434783756833,0.6606624282236837,1.5546134153989832
140,10,1568,0.22650109972460672,0.7148159234308031,53.5,0.689163382305134,0.6610538773948349,1.5500996024757074
141,10,1579,0.22745867966572358,0.6780453267509046,54,0.6915954518789545,0.6622890628970232,1.5509744670994734
142,10,1586,0.22924529910263064,0.6789759326610589,54.5,0.6932335406039536,0.6640859993040741,1.551757918435389
143,10,1581,0.23230029006813818,0.7100179267676214,55,0.6927939159673657,0.665239260196782,1.553350635108275
144,10,1590,0.23642877361342413,0.6670955363967346,55.5,0.6929920071806117,0.6659083270964664,1.560401919274429
145,10,1590,0.23574053706407683,0.6637895534003224,56,0.690115891297008,0.6665198575042744,1.552948184718629
146,10,1596,0.23772174144605757,0.6694103037078263,56.5,0.6938522565430475,0.6689368660458418,1.580322010637061
147,10,1601,0.24042367899869066,0.720531254928832,57,0.6908630516978349,0.6661265243381711,1.580330186362554
148,10,1604,0.24364264864953059,0.7196269247736731,57.5,0.6905472631545708,0.666065597490177,1.5812865438177517
149,10,1614,0.2457741370657526,0.6954764253449729,58,0.6910545116834743,0.6656840645536354,1.5804604356438563
150,10,1624,0.24553542568333203,0.6741543529013407,58.5,0.6907567669446185,0.6667380797063016,1.5837354121049796
151,10,1640,0.24618555460795136,0.6899459356866131,59,0.6922224411315933,0.6688235728471345,1.586244976888635
152,10,1648,0.24520176369289248,0.7272654844684696,59.5,0.6932066525809709,0.6696353447279131,1.584510662203455
153,10,1662,0.248387909191015,0.7278008943444659,60,0.6935458162333067,0.6702819028285172,1.5939017560068376
154,10,1661,0.25069174174379805,0.740740156859908,60.5,0.6956837747130273,0.6728039490807334,1.5944090662762278
155,10,1672,0.2537679615699064,0.7480598788777537,61,0.6969301897839276,0.6734402948417821,1.5983242425543647
156,10,1682,0.25479750805822726,0.6997033863714879,61.5,0.6990090399470532,0.6770525791085781,1.6027571839969952
157,10,1692,0.25702763912469423,0.7311843194632974,62,0.6992704963839653,0.6784180687389149,1.6038802726023411
158,10,1695,0.2564788253629954,0.6799510023076136,62.5,0.7011376645831978,0.678633656609918,1.6010981370266133
159,10,1694,0.2580148461080593,0.6809786939854245,63,0.7024504559371599,0.6805794303559037,1.606319518259741
160,10,1705,0.2587464194019161,0.7186936659847836,63.5,0.70236905909015,0.6813226525146557,1.6367793838756652
161,10,1712,0.2571034696826257,0.7625869680233495,64,0.6990390435014593,0.675640519424362,1.635864361465341
162,10,1716,0.25913222152614324,0.7480976098927283,64.5,0.6997067552281625,0.6757840184121792,1.63056023107425
163,10,1713,0.25835618337128496,0.7592844960072623,64.5,0.7023686749030713,0.6805375290574025,1.6463904058210184
164,10,1712,0.26197890453053185,0.7351975604400586,64.5,0.7008527277913014,0.6782668867270475,1.6537022279243359
165,10,1713,0.2624280608534475,0.7732114038254237,65,0.7012737426065913,0.6782149153290639,1.6515636547478794
166,10,1709,0.2643367363605212,0.7860649711470757,65.5,0.6945807950317088,0.672474904388215,1.6497535266097372
167,10,1718,0.26375025188512596,0.7088148467558959,66,0.6944113132478443,0.6725759160573095,1.6400334933128182
168,10,1737,0.2618802324301028,0.7119810149155603,66.5,0.6924623329583537,0.6702313263749688,1.6356607564702377
169,10,1743,0.26607474343924037,0.7168065856088356,67,0.6940893992890342,0.6708916194014096,1.6412470216352775
170,10,1742,0.2656539216734962,0.7406886500883242,57,0.6959223843029603,0.6724386151484749,1.6802836896992968
171,10,1749,0.2664495482456603,0.7242743672662569,57.5,0.6970709657072994,0.6738638065419915,1.6765543438288446
172,10,1757,0.26515841477970387,0.7537000556192411,58,0.6971675758906601,0.6736409493077498,1.6830865939779716
173,10,1761,0.26282856845910424,0.7538892266362367,58.5,0.6979712842814789,0.6745549182873167,1.6671095416504018
174,10,1763,0.26349650556396476,0.7279143542698081,59,0.691963231587643,0.6708265587147705,1.6650423279495654
175,10,1766,0.2636652683640742,0.7561466946176141,59.5,0.6919796901785659,0.671135234140108,1.667976879932318
176,10,1784,0.26516312336498854,0.7365736987688232,60,0.6949124432791599,0.6743114322360468,1.6607170076822173
177,10,1798,0.2684054794698138,0.7757323007575295,60.5,0.6946150599894303,0.6749751575374168,1.6561233195742249
178,10,1800,0.2721047156765613,0.7866626909754781,61,0.6934122659836219,0.6757399969655815,1.6459215362747937
179,10,1807,0.27339185660588183,0.7473229015422512,61.5,0.6951508258305641,0.6776907206422986,1.6308134321096202
180,10,1821,0.27044277767800146,0.761504999936435,61.5,0.6949529861402025,0.6769895933512768,1.6170686580912814
181,10,1825,0.27166693058770053,0.7405695004324049,62,0.6957907194724646,0.6782828106811187,1.6132507248717776
182,10,1832,0.2738962813740692,0.7495210011944539,62.5,0.6988618230939867,0.6809937587321796,1.6049427017260856
183,10,1834,0.2772031725879376,0.7440432414224818,62.5,0.6988034234978382,0.6818610098315291,1.6030089855316056
184,10,1851,0.27750840500677454,0.7843913743578124,63,0.6991177915427994,0.681587304907254,1.590372309585456
185,10,1867,0.2771874048405897,0.7382272944832629,63.5,0.7001588275238075,0.679874523416079,1.5811321640765856
186,10,1885,0.276508980575541,0.7788401379254638,64,0.7024581309235116,0.6822781236063649,1.56366613139158
187,10,1893,0.27845534914899794,0.7486329756785419,64.5,0.7057459054224611,0.6856042065540587,1.5682665757985044
188,10,1893,0.276555764509052,0.7705666879529942,65,0.7075009725412876,0.6879834091428454,1.5570676139726876
189,10,1897,0.27776939474274903,0.791560109036654,65.5,0.7060444947432738,0.688672148024826,1.5495409011577754
190,10,1898,0.2808777159013155,0.7693067081617082,66,0.705607082390552,0.6872419420946676,1.5483546003221842
191,10,1897,0.28378713869570843,0.7722492584621891,66.5,0.7043635872494387,0.6828968949340658,1.537269658630877
192,10,1901,0.2818727738166219,0.7470055330684744,67,0.7049055928832707,0.6812689954220208,1.5218938279655752
193,10,1910,0.2825628254880644,0.751947185616373,67.5,0.7033323324912805,0.6793507146097667,1.5106807684633068
194,10,1924,0.2824497700703522,0.7539009173698608,68,0.7087441704066071,0.6769704159987474,1.5046538652715413
195,10,1933,0.28160145337700426,0.7825302990991607,68.5,0.710801190591007,0.6776931107388477,1.4964923949405042
196,10,1931,0.28322060444665487,0.757407992960533,69,0.7114353053588841,0.6790906308998376,1.4941211860046295
197,10,1945,0.2861144341571127,0.775028425395122,69.5,0.7108109068791301,0.6798690216352393,1.4900144223667813
198,10,1964,0.28634579809386124,0.8076338644764947,70,0.7123013073140161,0.6809853605797805,1.4931310067888812
199,10,1975,0.2841250194918282,0.7946823357514535,70.5,0.7125696780149748,0.6817756727277029,1.4792645679042502
200,10,1989,0.28428710683930897,0.7979285566976729,70.5,0.7110964366432693,0.6797836898467657,1.4704484084845657
201,10,1994,0.2882688771566036,0.8221984884160753,71,0.7131704202812378,0.6815741149778991,1.471193212090766
202,10,2010,0.2901898337639248,0.8103293117501496,71.5,0.7129868462600022,0.6810135664436434,1.4648172569731133
203,10,2013,0.2924095409001394,0.7792478926477947,72,0.7129823499428515,0.6805566595358623,1.455878260348186
204,10,2022,0.2934338020912645,0.7986292865524254,72.5,0.7131896791223642,0.6786209834916936,1.449931353645187
205,10,2040,0.2914697064088017,0.8298642513117953,73,0.7142363473835248,0.680448961708704,1.4388128402283165
206,10,2053,0.2912650895676928,0.8225810245717537,73.5,0.7146069126725882,0.6811658815869133,1.4337220208136912
207,10,2066,0.2931029092917706,0.8171830344843372,74,0.7203099922853522,0.6851665038060439,1.4306362152320082
208,10,2085,0.2939454730501907,0.8337728752143188,74.5,0.7195175151748999,0.6851768012362951,1.426247026032828
209,10,2096,0.29308349591927857,0.802655263743882,75,0.7188518552604873,0.685273469693337,1.418302456147148
210,10,2101,0.297746937948849,0.7964816839268274,75.5,0.718072439156435,0.6840416042460282,1.4176253819196762
211,10,2094,0.2973639298618577,0.798387635050476,76,0.7188970673119071,0.6840558365187945,1.4178399874149064
212,10,2104,0.2984850176574914,0.829867473595427,76.5,0.7272753882478699,0.6918863468178591,1.408655994080644
213,10,2121,0.2970999244710813,0.8248619481935162,77,0.7258179707310374,0.6898968978048179,1.4039305584849526
214,10,2119,0.29784716500524855,0.8008850255484004,77,0.726147231369736,0.6913786976158347,1.3981234437953443
215,10,2126,0.3001844232264445,0.8426405163630554,77,0.7256532347652863,0.6917988611436094,1.3967549926337437
216,10,2145,0.2981629686346158,0.8160933480709811,77.5,0.7264226873378226,0.6937292522199507,1.3886847420186836
217,10,2153,0.3037653233401745,0.860681304066251,77.5,0.727047956428746,0.69585821842656,1.385870732601492
218,10,2148,0.3075323942297913,0.8549643652744071,78,0.726676965479125,0.6960753573070085,1.3839369148716416
219,10,2158,0.3100009991966685,0.8550956433457844,78.5,0.7265054206326973,0.6965365164326434,1.3793928373628848
220,10,2173,0.31255456326281134,0.8363405187912549,79,0.7265588658233806,0.6963349187946395,1.3810730822306987
221,10,2175,0.3127629714044828,0.8714500651106682,79.5,0.7258304280609812,0.6959698043561128,1.3777332990001567
222,10,2184,0.3125649199038075,0.8512231655160443,80,0.7307396036392382,0.7013115589070588,1.3731697858589555
223,10,2191,0.3142133777818029,0.849368451222813,80.5,0.729388659749723,0.701902099825666,1.371967016338997
224,10,2206,0.3138078616125992,0.8469256584448326,81,0.7295777645076686,0.7021031228203454,1.3693365376548972
225,10,2221,0.31204479466609075,0.8377381416776293,81.5,0.7309422473809314,0.703993254380707,1.369753599399374
226,10,2224,0.31259007741596523,0.8557568072705577,81.5,0.7297141119297907,0.7032039619231149,1.368972279497397
227,10,2235,0.31283432278333695,0.8205662304620505,82,0.7285258719404032,0.7012337115492033,1.367487836510953
228,10,2240,0.3146054973271254,0.8584920147490596,82.5,0.7291916716486389,0.7022580711783812,1.3699984182236282
229,10,2234,0.3191912850288886,0.8010171000520787,83,0.7320212832275514,0.7048983453067376,1.3758480065230643
230,10,2241,0.3199121023801808,0.8380281857471992,83.5,0.7276289530042224,0.7001319761686344,1.3695657514302761
231,10,2236,0.3260199164090469,0.8895892473722554,84,0.7266130754967851,0.6999202593611052,1.3711696678943137
232,10,2244,0.3278096805701762,0.8900358089556357,84,0.7275544842250348,0.6998646246040837,1.3676371164472743
233,10,2258,0.32678545621644417,0.8477704771909088,84.5,0.7239255424615326,0.6947294281930371,1.3657990322833944
234,10,2278,0.3262703300145286,0.8665290387688663,84.5,0.7234790593073548,0.694832978116547,1.3637826532665964
235,10,2295,0.323647748057454,0.8753007268280599,85,0.7225202343724877,0.6936711739001721,1.3574965640256058
236,10,2301,0.32578704371807266,0.8296614555869599,85.5,0.7226138778537626,0.6925204080325813,1.3576108232723034
237,10,2290,0.328277623154111,0.8640018320212541,86,0.7235033555776833,0.6918479508914369,1.3550411081384819
238,10,2295,0.32866823365192144,0.8650004039945178,86.5,0.7241262678100034,0.6921790002608568,1.3505278118786277
239,10,2305,0.33169468281303915,0.9075342757358735,86.5,0.7246463473962725,0.6932304707340052,1.3493675289352225
240,10,2299,0.33430283211760453,0.8760610371424604,87,0.727165963835633,0.6944155328153908,1.3495015791320937
241,10,2297,0.33641128842474083,0.9074913578959904,87.5,0.7265655516959496,0.6937296337501824,1.3483994525562923
242,10,2312,0.3375501805781666,0.9156770517646124,88,0.7270552638840361,0.6942246008689216,1.34410488417844
243,10,2316,0.3370956806841322,0.8819947126786603,88.5,0.7270699383620908,0.6949170747065994,1.3391533326868261
244,10,2311,0.3393685416771025,0.9088121082489016,89,0.7270006729936578,0.6953541695067113,1.3371220636767738
245,10,2317,0.3400369685988102,0.931273616727843,89.5,0.7259493076092213,0.6957258852495722,1.3323724613774852
246,10,2337,0.33890525758881557,0.8947319795749592,90,0.7265350803661876,0.6960494566780544,1.3271896193722463
247,10,2345,0.34125741955930766,0.8637407498736676,90.5,0.72559022829172,0.6955036216228477,1.3298801065696153
248,10,2360,0.34227715455667057,0.8964087165604203,90.5,0.7353443315952142,0.7057108105512724,1.3294306316961189
249,10,2376,0.34258878837357243,0.9131402856032245,91,0.7346776435949611,0.7068265556925496,1.3244131022418857
250,10,2387,0.3444389398928938,0.9048115587475064,91.5,0.7440992675399795,0.7161276987052846,1.324009733040134
