Iteration,Settlements,Population,AveResources,MaxLoad,PeerTransfer,SubTransfer,Egalitarianism
0,10,1000,0,0,0,0,NaN
1,10,994,0.017010561701426473,0,0,0,1.2003482946983672
2,10,995,0.029290420150037983,0.17449682930806398,0.00008580020242037098,0,1.2712068388578561
3,10,996,0.040500527109577814,0.2837876044727474,0.00039379387506269757,0.00012104146676577155,1.3337312196064137
4,10,999,0.05318425786545093,0.5325704101780699,0.0006471509990738766,0.00011873591501785209,1.396150644939018
5,10,989,0.06902241110029994,1.0860985308287874,0.0009465429562129692,0.00011761576487617424,1.4487969487853856
6,10,988,0.08693321087210837,1.13112794660413,0.0009962726382769388,0.0002485643140015369,1.530146105907229
7,10,989,0.10556732535035658,1.18538620853213,0.001415105878486192,0.00025119024096403024,1.5826064443047165
8,10,985,0.13236424488466494,1.18538620853213,0.0014086971313923054,0.0002535365573753198,1.6572355767562692
9,10,980,0.15205844349627862,1.18538620853213,0.0015419818110520539,0.0004571994907713397,1.7012603505783928
10,10,980,0.1714709485116413,1.18538620853213,0.0014640076180715378,0.0004566850737181033,1.7536151447935284
11,10,990,0.19078073359962427,1.18538620853213,0.0018774149587897418,0.0004546018547518894,1.7927449360968737
12,10,983,0.21201576327825417,1.18538620853213,0.0018831426582952633,0.0009477708742692394,1.8386846187890358
13,10,983,0.22937933013234352,1.18538620853213,0.001873234337782596,0.0009689744397747169,1.8806484624075024
14,10,980,0.2445174046784802,1.18538620853213,0.0019369433011543209,0.0013714211546572983,1.8836405096299185
15,10,978,0.2596565620976706,1.18538620853213,0.0019612760547920976,0.001353589750613568,1.9010992173835863
16,10,975,0.2769515982449106,1.18538620853213,0.0019520521712753619,0.0013945489628634587,1.919983178801813
17,10,980,0.2908378692203607,1.18538620853213,0.002331594744563798,0.0015144586511241012,1.9347205927189641
18,10,978,0.3017530873338914,1.18538620853213,0.002486730719128947,0.0015929951323523383,1.961219412828808
19,10,972,0.31276524308322023,1.18538620853213,0.0025235460054266906,0.0017027591309498303,1.991335117115689
20,10,966,0.3177173901003404,1.18538620853213,0.0026085692934003555,0.0019644422069379384,2.376642365996351
21,10,966,0.3209096106094398,1.18538620853213,0.003345371724228317,0.0021251693217115277,2.362916330216922
22,10,969,0.32478307332571715,1.5,0.0036418465114736592,0.0024889385616420822,2.869028946337844
23,10,970,0.3241293002783756,2,0.0035984572138664473,0.002642998528491599,2.88665648650248
24,10,968,0.3217653732856075,2.5,0.0037165789840410113,0.002929357418828553,2.875721181033188
25,10,968,0.31726975681445,3,0.0034935678163374464,0.003185772111465185,2.874090067863421
26,10,970,0.3099352217223027,3.5,0.0034568740381394013,0.0034052730671451383,2.882133015879944
27,10,970,0.30411888639415624,4,0.003481001512526393,0.0035474344993039705,2.8683685206383154
28,10,975,0.295096958840863,4.5,0.003445453663361947,0.00388744087196431,2.833925585746142
29,10,975,0.2830472694182057,5,0.0038967400592396033,0.0037950844281310265,2.8085302721133667
30,10,979,0.26932723394441477,5.5,0.004118215912937554,0.003881981545629037,2.770216556306807
31,10,972,0.25599145972769005,6,0.0039055841584864394,0.004067590510371292,2.7639709882218666
32,10,969,0.24166318478792434,6.5,0.00384545164302557,0.00407055411829831,2.6862584579798963
33,10,971,0.22406021694807685,7,0.0038564925698093043,0.0043291102301053555,2.60435587581693
34,10,965,0.20320449644925143,7,0.0038915354475223167,0.004120254704607476,2.499824219213357
35,10,966,0.17818024428493015,7.5,0.0039246206421711324,0.004210023434260549,2.3078305051339814
36,10,962,0.1553589883492746,8,0.004442995306956585,0.0042346299574901524,2.155467939003207
37,10,966,0.1307829508247305,8.5,0.004468693087249352,0.004100580285514648,1.9335310305505917
38,10,966,0.10425276820560689,9,0.004430592487160606,0.00454802801531703,1.7340811807553553
39,10,967,0.08109901664858468,9,0.004724122568829545,0.004668547315037438,1.5919027512403354
40,10,961,0.05728413346202259,9.5,0.004709215609720254,0.004858713830709261,1.4432521483631493
41,10,957,0.039328718595517155,9.5,0.004719230993168109,0.004862130035982005,1.336225124444118
42,10,956,0.02339662307876537,10,0.004854680477690901,0.004780359896036185,1.2577479113708616
43,10,961,0.011573389212921106,10,0.004998316648576658,0.004897147535974768,1.2204710206524072
44,10,960,0.006031917646716777,10,0.005119281564463923,0.004869351072756804,1.2235726202433923
45,10,958,0.002168571702656284,10,0.0055148720459268635,0.004813257231741386,1.2340895599365427
46,10,949,0.001432599581400198,10,0.005689805669020324,0.0048440465964159456,1.2621087822136459
47,10,948,0.00047223053094361386,10,0.005661261350288256,0.004838349599700709,1.3043921829844163
48,10,943,0.00014385290366705875,10,0.005759620503363694,0.005388939618945957,1.3474317129631213
49,10,926,0.0000041978589772878445,10,0.006007218013881043,0.005504333762946819,1.3867064348167595
50,10,923,0,10,0.0062280006601579075,0.005777038439423806,1.415732584620323
51,10,922,0,10,0.006257788225639696,0.0058633782502384504,1.4465259426788735
52,10,919,0,10,0.006420688169793859,0.005962217997549724,1.476857668484434
53,10,917,0,10.124453115655703,0.006444484230485238,0.006007935847802255,1.522896220991181
54,10,910,0,10.530060661498359,0.0063986865376392974,0.006114065804608081,1.5509737817464124
55,10,904,0,10.530060661498359,0.006376908361276981,0.006138244470961558,1.5985001582198384
56,10,897,0,10.64916027058438,0.006522583192322236,0.006374450221621364,1.6357140208860157
57,10,890,0,10.890101806475478,0.006574189218475952,0.00621834340303091,1.6694759071861573
58,10,883,0,11.18535192272756,0.006610957067304199,0.006389286695516605,1.6988696551783224
59,10,880,0,11.300974721593617,0.006641116782090309,0.006409773035094013,1.727500064576251
60,10,875,0,11.426408548119506,0.006827894449834537,0.0064193794842901854,1.7399512089560918
61,10,875,0,11.539764449677145,0.006822684435145991,0.006668947208499422,1.7477194610727498
62,10,872,0,11.638934986718597,0.006830576288420697,0.006723389288559145,1.765318489816395
63,10,862,0,11.920084782792339,0.007172988565783545,0.006739954099541136,1.7643463875558862
64,10,850,0,12.25255866948701,0.006873424738703854,0.0070913450299154804,1.770061473378357
65,10,848,0,12.604073457753465,0.00699124544171302,0.007074414003640997,1.7596937206856758
66,10,849,0,12.7869009501663,0.007279887854618248,0.007172667983904672,1.7445095155130066
67,10,849,0,12.946187929225538,0.0074963808209350296,0.007152656939897625,1.7408652051581015
68,10,843,0,13.198882692264037,0.007526634018332713,0.007602663039189236,1.74167339705579
