Iteration,Settlements,Population,AveResources,MaxLoad,PeerTransfer,SubTransfer,Egalitarianism
0,10,1000,0,0,0.5,0.5,NaN
1,10,999,0.013591288080460376,0.6705679761896228,0.5033467105075465,0.5036541733823675,1.2149084128720942
2,10,1009,0.01704496844820064,1.1111701140763393,0.5089600182883488,0.5133684889357906,1.2528903637713587
3,10,1013,0.016382009029356354,1.427450192407259,0.5128914128392513,0.5153723680047794,1.2761312451320639
4,10,1015,0.016307862992466053,1.427450192407259,0.5173364882628911,0.5154226028455057,1.327458857538606
5,10,1020,0.01734080119185064,1.427450192407259,0.5213559545495811,0.5217955249670145,1.3904988539485967
6,10,1023,0.015696366475950137,1.4466957047827504,0.5294650964645193,0.5277141561177064,1.4541375308481033
7,10,1024,0.017297770595651456,1.6933993706792392,0.5310579709635498,0.5318136313467873,1.5347506248567953
8,10,1026,0.01765623772728528,1.9982461630110313,0.5340265591010558,0.5365896021897025,1.606870873536629
9,10,1026,0.01735484417911749,2.4652163934852775,0.5378295510330722,0.5404823124512619,1.6645260505420023
10,10,1029,0.018998695393212268,2.575906556378251,0.5401961585324304,0.5450645366073239,1.7203292784415054
11,10,1034,0.019123976527522388,2.901147762479578,0.5391031602190257,0.5504943538284643,1.7454305603517295
12,10,1036,0.01887687496641883,3.2052841771142053,0.5433496424037035,0.5546549039030155,1.7896847468746595
13,10,1044,0.017269788826474987,3.6606784629201625,0.5477681659175726,0.5541037227740548,1.7870153017296515
14,10,1057,0.017037015131583823,4.134053094401358,0.5522167269381779,0.5557892970011987,1.770509891073331
15,10,1061,0.018479160629778717,4.311386595494948,0.5546323890387397,0.5573365079877879,1.7807881144736166
16,10,1067,0.01862883874495621,4.685857896892295,0.5532242072928479,0.5583223709756511,1.7582308233350594
17,10,1075,0.01827195041819784,5.133459227939457,0.5542239988457945,0.5619865218723338,1.7423747384309636
18,10,1077,0.01782714599727673,5.6889560769264245,0.5601690372473683,0.5652655326823348,1.7324626465491517
19,10,1078,0.018310844785826154,6.234510960046412,0.5587936082491046,0.5639794063308262,1.7181146797267064
20,10,1083,0.018102924602549555,6.701674625486504,0.5585288466467118,0.566407547692718,1.7116998028782382
21,10,1093,0.018774280041283554,7.276702636991283,0.5619862154309401,0.5697083048885125,1.7018700123813224
22,10,1099,0.020679661327725953,7.756186493913324,0.5637437653135525,0.5717723328750768,1.6902611587577019
23,10,1102,0.02062207986980217,8.092629153755661,0.5650734065089027,0.5721814339324296,1.6902295206174276
24,10,1108,0.019137031187915786,8.56205705232589,0.5680931472759889,0.57391344025309,1.687003933081219
25,10,1109,0.019719499504986235,9.045679480962159,0.5740800896978085,0.576475792773643,1.6807518354720201
26,10,1107,0.020267960763293864,9.501928287685955,0.5752528572849264,0.5794591455467681,1.6924869061734873
27,10,1106,0.01963565697408543,9.990736425234928,0.5718655609324631,0.5768374297591207,1.6926450904122003
28,10,1109,0.019822576915607158,10.581935688240284,0.5736647444492344,0.5778034494162408,1.6772314898315444
29,10,1111,0.02025610685077022,11.023747554797657,0.5765445205490171,0.5796940737488984,1.6813298069179534
30,10,1111,0.020843310391782915,11.635442407518529,0.5754453345443755,0.5780432527681427,1.6732097234519172
31,10,1115,0.02150926564466989,12.126805020721761,0.5762635027269286,0.5791956032926098,1.6647900665241555
